Date,Company,ISIN,Ri (%),Rf (%),Size,Value,ESG Score,ESGC Score
2021-03-31,Kindred Group,SE0007871645,,0.03,,,,
2021-03-31,Semiconductor,NO0003055501,,0.03,,,,
2021-03-31,CNH Industrial,NL0010545661,,0.03,,,,
2021-03-31,ams OSRAM,AT0000A3EPA4,,0.03,,,,
2021-03-31,Solvay,BE0003470755,,0.03,,,,
2021-03-31,Simcorp,DK0060495240,,0.03,,,,
2021-03-31,Close Brothers,GB0007668071,,0.03,,,,
2021-03-31,Wallenstam,SE0017780133,,0.03,,,,
2021-03-31,United Internet,DE0005089031,,0.03,,,,
2021-03-31,Samhall Norden,SE0009554454,,0.03,,,,
2021-03-31,Aroundtown,LU1673108939,,0.03,,,,
2021-03-31,Credit Suisse Gp,CH0012138530,,0.03,,,,
2021-03-31,E.D.F.,FR0010242511,,0.03,,,,
2021-03-31,TUI,DE000TUAG505,,0.03,,,,
2021-03-31,Dsm,NL0000009827,,0.03,,,,
2021-03-31,Victrex,GB0009292243,,0.03,,,,
2021-03-31,Netcompany Group,DK0060952919,,0.03,,,,
2021-03-31,Ferguson Entps,US31488V1070,,0.03,,,,
2021-03-31,PHP UK,GB00BYRJ5J14,,0.03,,,,
2021-03-31,Linde,IE000S9YS762,,0.03,,,,
2021-03-31,AVEVA GROUP,GB00BBG9VN75,,0.03,,,,
2021-03-31,Homeserve,GB00BYYTFB60,,0.03,,,,
2021-03-31,Siemens Gamesa R,ES0143416115,,0.03,,,,
2021-03-31,Viaplay Group,SE0012116390,,0.03,,,,
2021-03-31,Proximus,BE0003810273,,0.03,,,,
2021-03-31,Adevinta,NO0010844038,,0.03,,,,
2021-03-31,Swedish Match,SE0015812219,,0.03,,,,
2021-03-31,Mundys,IT0003506190,,0.03,,,,
2021-03-31,Raiffeisen Intl,AT0000606306,,0.03,,,,
2021-03-31,Intl Group,JE00BYVQYS01,,0.03,,,,
2021-03-31,Lindt & Spruengl,CH0010570759,,0.03,,,,
2021-03-31,Prosieben Media,DE000PSM7770,,0.03,,,,
2021-03-31,Sinch,SE0016101844,,0.03,,,,
2021-03-31,TAG,DE0008303504,,0.03,,,,
2021-03-31,Uniper,DE000UNSE026,,0.03,,,,
2021-03-31,Industrivarden,SE0000190126,,0.03,,,,
2021-03-31,Atos,FR0000051732,,0.03,,,,
2021-03-31,Dometic Grp,SE0007691613,,0.03,,,,
2021-03-31,Meggitt,GB0005758098,,0.03,,,,
2021-03-31,Avast,GB00BDD85M81,,0.03,,,,
2021-03-31,Wizz Air Hldgs,JE00BN574F90,,0.03,,,,
2021-03-31,Orron Energy,SE0000825820,,0.03,,,,
2021-03-31,Quilter,GB00BNHSJN34,,0.03,,,,
2021-03-31,Schibsted,NO0003028904,,0.03,,,,
2021-03-31,Vifor Pharma,CH0364749348,,0.03,,,,
2021-03-31,Nokian Tyres,FI0009005318,,0.03,,,,
2021-03-31,CD Projekt,PLOPTTC00011,,0.03,,,,
2021-03-31,Colruyt Group,BE0974256852,,0.03,,,,
2021-03-31,Emeis,FR001400NLM4,,0.03,,,,
2021-03-31,InPost,LU2290522684,,0.03,,,,
2021-03-31,Gerresheimer,DE000A0LD6E6,,0.03,,,,
2021-03-31,DocMorris,CH0042615283,,0.03,,,,
2021-03-31,Afry,SE0005999836,,0.03,,,,
2021-03-31,Solidcore Resour,JE00B6T5S470,,0.03,,,,
2021-03-31,Countryside,GB00BYPHNG03,,0.03,,,,
2021-03-31,TechnipFMC,GB00BDSFG982,,0.03,,,,
2021-03-31,EVRAZ,GB00B71N6K86,,0.03,,,,
2021-03-31,Alstria Office,DE000A0LD2U1,,0.03,,,,
2021-03-31,Vigie,FR0010613471,,0.03,,,,
2021-03-31,BHP Group,GB00BH0P3Z91,,0.03,,,,
2021-03-31,Vopak,NL0009432491,,0.03,,,,
2021-03-31,ICA Gruppen,SE0000652216,,0.03,,,,
2021-03-31,WH Smith,GB00B2PDGW16,,0.03,,,,
2021-03-31,THG,GB00BMTV7393,,0.03,,,,
2021-03-31,TeamViewer,DE000A2YN900,,0.03,,,,
2021-03-31,Grand City Prop,LU0775917882,,0.03,,,,
2021-03-31,Galapagos,BE0003818359,,0.03,,,,
2021-03-31,Entra,NO0010716418,,0.03,,,,
2021-03-31,Dassault Avi,FR0014004L86,,0.03,,,,
2021-03-31,Corbion,NL0010583399,,0.03,,,,
2021-03-31,Carnival,GB0031215220,,0.03,,,,
2021-03-31,Ashmore Group,GB00B132NW22,,0.03,,,,
2021-03-31,Assura,GB00BVGBWW93,,0.03,,,,
2021-03-31,Deutsche Wohn,DE000A0HN5C6,,0.03,,,,
2021-03-31,WM Morrison Supe,GB0006043169,,0.03,,,,
2021-03-31,Idorsia,CH0363463438,,0.03,,,,
2021-03-31,Nel,NO0010081235,,0.03,,,,
2021-03-31,Stadler Rail,CH0002178181,,0.03,,,,
2021-03-31,Scatec,NO0010715139,,0.03,,,,
2021-03-31,MorphoSys,DE0006632003,,0.03,,,,
2021-03-31,Cembra Money Bk,CH0225173167,,0.03,,,,
2021-03-31,Dialog UK,GB0059822006,,0.03,,,,
2021-03-31,UDG Healthcare,IE0033024807,,0.03,,,,
2021-03-31,Natixis,FR0000120685,,0.03,,,,
2021-03-31,Viscofan,ES0184262212,,0.03,,,,
2021-03-31,Trainline,GB00BKDTK925,,0.03,,,,
2021-03-31,SoftwareOne Hldg,CH0496451508,,0.03,,,,
2021-03-31,SBM Offshore,NL0000360618,,0.03,,,,
2021-03-31,Redcare Pharmacy,NL0012044747,,0.03,,,,
2021-03-31,Iliad,FR0004035913,,0.03,,,,
2021-03-31,Beazley,GB00BYQ0JC66,,0.03,,,,
2021-03-31,Grainger,GB00B04V1276,,0.03,,,,
2021-03-31,CNP Assurances,FR0000120222,,0.03,,,,
2021-03-31,BCV Group,CH0531751755,,0.03,,,,
2021-03-31,RSA Ins Grp,GB00BKKMKR23,,0.03,,,,
2021-03-31,Signature Aviati,GB00BKDM7X41,,0.03,,,,
2021-03-31,Kaz Minerals,GB00B0HZPV38,,0.03,,,,
2021-03-31,G4S,GB00B01FLG62,,0.03,,,,
2021-03-31,William Hill,GB0031698896,,0.03,,,,
2021-04-30,LVMH Moet Hennessy Louis Vuitton SE,FR0000121014,,0.01,,,,
2021-04-30,SAP SE,DE0007164600,,0.01,,,,
2021-04-30,Hermes International SCA,FR0000052292,,0.01,,,,
2021-04-30,Novo Nordisk A/S,DK0062498333,,0.01,,,,
2021-04-30,ASML Holding NV,NL0010273215,,0.01,,,,
2021-04-30,Roche Holding AG,CH0012032048,,0.01,,,,
2021-04-30,Nestle SA,CH0038863350,,0.01,,,,
2021-04-30,Novartis AG,CH0012005267,,0.01,,,,
2021-04-30,AstraZeneca PLC,GB0009895292,,0.01,,,,
2021-04-30,Shell PLC,GB00BP6MXD84,,0.01,,,,
2021-04-30,HSBC Holdings PLC,GB0005405286,,0.01,,,,
2021-04-30,L'Oreal SA,FR0000120321,,0.01,,,,
2021-04-30,Siemens AG,DE0007236101,,0.01,,,,
2021-04-30,Deutsche Telekom AG,DE0005557508,,0.01,,,,
2021-04-30,Industria de Diseno Textil SA,ES0148396007,,0.01,,,,
2021-04-30,Schneider Electric SE,FR0000121972,,0.01,,,,
2021-04-30,Unilever PLC,GB00B10RZP78,,0.01,,,,
2021-04-30,EssilorLuxottica SA,FR0000121667,,0.01,,,,
2021-04-30,TotalEnergies SE,FR0000120271,,0.01,,,,
2021-04-30,Sanofi SA,FR0000120578,,0.01,,,,
2021-04-30,Airbus SE,NL0000235190,,0.01,,,,
2021-04-30,Allianz SE,DE0008404005,,0.01,,,,
2021-04-30,Prosus NV,NL0013654783,,0.01,,,,
2021-04-30,UBS Group AG,CH0244767585,,0.01,,,,
2021-04-30,Rio Tinto PLC,GB0007188757,,0.01,,,,
2021-04-30,Safran SA,FR0000073272,,0.01,,,,
2021-04-30,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes George,FR0000120073,,0.01,,,,
2021-04-30,Abb Ltd,CH0012221716,,0.01,,,,
2021-04-30,Compagnie Financiere Richemont SA,CH0210483332,,0.01,,,,
2021-04-30,Ferrari NV,NL0011585146,,0.01,,,,
2021-04-30,Anheuser-Busch Inbev SA,BE0974293251,,0.01,,,,
2021-04-30,Zurich Insurance Group AG,CH0011075394,,0.01,,,,
2021-04-30,Banco Santander SA,ES0113900J37,,0.01,,,,
2021-04-30,Investor AB,SE0015811963,,0.01,,,,
2021-04-30,RELX PLC,GB00B2B0DG97,,0.01,,,,
2021-04-30,Iberdrola SA,ES0144580Y14,,0.01,,,,
2021-04-30,BP PLC,GB0007980591,,0.01,,,,
2021-04-30,AXA SA,FR0000120628,,0.01,,,,
2021-04-30,Intesa Sanpaolo SpA,IT0000072618,,0.01,,,,
2021-04-30,BNP Paribas SA,FR0000131104,,0.01,,,,
2021-04-30,British American Tobacco plc,GB0002875804,,0.01,,,,
2021-04-30,Atlas Copco AB,SE0017486889,,0.01,,,,
2021-04-30,UniCredit SpA,IT0005239360,,0.01,,,,
2021-04-30,London Stock Exchange Group PLC,GB00B0SWJX34,,0.01,,,,
2021-04-30,GSK plc,GB00BN7SWP63,,0.01,,,,
2021-04-30,Banco Bilbao Vizcaya Argentaria SA,ES0113211835,,0.01,,,,
2021-04-30,Enel SpA,IT0003128367,,0.01,,,,
2021-04-30,Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,DE0008430026,,0.01,,,,
2021-04-30,Vinci SA,FR0000125486,,0.01,,,,
2021-04-30,Rolls-Royce Holdings PLC,GB00B63H8491,,0.01,,,,
2021-04-30,Siemens Healthineers AG,DE000SHL1006,,0.01,,,,
2021-04-30,Equinor ASA,NO0010096985,,0.01,,,,
2021-04-30,Volvo AB,SE0000115446,,0.01,,,,
2021-04-30,Merck KGaA,DE0006599905,,0.01,,,,
2021-04-30,Diageo PLC,GB0002374006,,0.01,,,,
2021-04-30,Holcim AG,CH0012214059,,0.01,,,,
2021-04-30,Compass Group PLC,GB00BD6K4575,,0.01,,,,
2021-04-30,Mercedes-Benz Group AG,DE0007100000,,0.01,,,,
2021-04-30,National Grid PLC,GB00BDR05C01,,0.01,,,,
2021-04-30,Adyen NV,NL0012969182,,0.01,,,,
2021-04-30,Dassault Systemes SE,FR0014003TT8,,0.01,,,,
2021-04-30,Barclays PLC,GB0031348658,,0.01,,,,
2021-04-30,Bayerische Motoren Werke AG,DE0005190003,,0.01,,,,
2021-04-30,ING Groep NV,NL0011821202,,0.01,,,,
2021-04-30,Volkswagen AG,DE0007664039,,0.01,,,,
2021-04-30,Infineon Technologies AG,DE0006231004,,0.01,,,,
2021-04-30,Assicurazioni Generali SpA,IT0000062072,,0.01,,,,
2021-04-30,Lloyds Banking Group PLC,GB0008706128,,0.01,,,,
2021-04-30,3i Group PLC,GB00B1YW4409,,0.01,,,,
2021-04-30,Glencore PLC,JE00B4T3BW64,,0.01,,,,
2021-04-30,Credit Agricole SA,FR0000045072,,0.01,,,,
2021-04-30,Compagnie de Saint Gobain SA,FR0000125007,,0.01,,,,
2021-04-30,Swiss Re AG,CH0126881561,,0.01,,,,
2021-04-30,Danone SA,FR0000120644,,0.01,,,,
2021-04-30,DSV A/S,DK0060079531,,0.01,,,,
2021-04-30,CaixaBank SA,ES0140609019,,0.01,,,,
2021-04-30,Deutsche Boerse AG,DE0005810055,,0.01,,,,
2021-04-30,Siemens Energy AG,DE000ENER6Y0,,0.01,,,,
2021-04-30,Eni SpA,IT0003132476,,0.01,,,,
2021-04-30,BAE Systems PLC,GB0002634946,,0.01,,,,
2021-04-30,Heineken NV,NL0000009165,,0.01,,,,
2021-04-30,Lonza Group AG,CH0013841017,,0.01,,,,
2021-04-30,Adidas AG,DE000A1EWWW0,,0.01,,,,
2021-04-30,Deutsche Post AG,DE0005552004,,0.01,,,,
2021-04-30,NatWest Group PLC,GB00BM8PJY71,,0.01,,,,
2021-04-30,BASF SE,DE000BASF111,,0.01,,,,
2021-04-30,Reckitt Benckiser Group PLC,GB00B24CGK77,,0.01,,,,
2021-04-30,Nordea Bank Abp,FI4000297767,,0.01,,,,
2021-04-30,Alcon AG,CH0432492467,,0.01,,,,
2021-04-30,Experian PLC,GB00B19NLV48,,0.01,,,,
2021-04-30,Wolters Kluwer NV,NL0000395903,,0.01,,,,
2021-04-30,Sika AG,CH0418792922,,0.01,,,,
2021-04-30,Partners Group Holding AG,CH0024608827,,0.01,,,,
2021-04-30,Anglo American PLC,GB00B1XZS820,,0.01,,,,
2021-04-30,Engie SA,FR0010208488,,0.01,,,,
2021-04-30,Rheinmetall AG,DE0007030009,,0.01,,,,
2021-04-30,EQT AB,SE0012853455,,0.01,,,,
2021-04-30,Stellantis NV,NL00150001Q9,,0.01,,,,
2021-04-30,Givaudan SA,CH0010645932,,0.01,,,,
2021-04-30,Deutsche Bank AG,DE0005140008,,0.01,,,,
2021-04-30,argenx SE,NL0010832176,,0.01,,,,
2021-04-30,Thales SA,FR0000121329,,0.01,,,,
2021-04-30,Ucb SA,BE0003739530,,0.01,,,,
2021-04-30,Standard Chartered PLC,GB0004082847,,0.01,,,,
2021-04-30,Kering SA,FR0000121485,,0.01,,,,
2021-04-30,Henkel AG & Co KGaA,DE0006048432,,0.01,,,,
2021-04-30,Kbc Groep NV,BE0003565737,,0.01,,,,
2021-04-30,Skandinaviska Enskilda Banken AB,SE0000148884,,0.01,,,,
2021-04-30,Dnb Bank ASA,NO0010161896,,0.01,,,,
2021-04-30,Beiersdorf AG,DE0005200000,,0.01,,,,
2021-04-30,Aena SME SA,ES0105046009,,0.01,,,,
2021-04-30,Amadeus IT Group SA,ES0109067019,,0.01,,,,
2021-04-30,Ferrovial SE,NL0015001FS8,,0.01,,,,
2021-04-30,Assa Abloy AB,SE0007100581,,0.01,,,,
2021-04-30,E On Se,DE000ENAG999,,0.01,,,,
2021-04-30,Koninklijke Ahold Delhaize NV,NL0011794037,,0.01,,,,
2021-04-30,Schindler Holding AG,CH0024638196,,0.01,,,,
2021-04-30,Tesco PLC,GB00BLGZ9862,,0.01,,,,
2021-04-30,Societe Generale SA,FR0000130809,,0.01,,,,
2021-04-30,Hannover Rueck SE,DE0008402215,,0.01,,,,
2021-04-30,Hexagon AB,SE0015961909,,0.01,,,,
2021-04-30,Orange SA,FR0000133308,,0.01,,,,
2021-04-30,Legrand SA,FR0010307819,,0.01,,,,
2021-04-30,ASM International NV,NL0000334118,,0.01,,,,
2021-04-30,Capgemini SE,FR0000125338,,0.01,,,,
2021-04-30,Swisscom AG,CH0008742519,,0.01,,,,
2021-04-30,Kuehne und Nagel International AG,CH0025238863,,0.01,,,,
2021-04-30,Danske Bank A/S,DK0010274414,,0.01,,,,
2021-04-30,Erste Group Bank AG,AT0000652011,,0.01,,,,
2021-04-30,Nokia Oyj,FI0009000681,,0.01,,,,
2021-04-30,Imperial Brands PLC,GB0004544929,,0.01,,,,
2021-04-30,Sandvik AB,SE0000667891,,0.01,,,,
2021-04-30,Publicis Groupe SA,FR0000130577,,0.01,,,,
2021-04-30,AP Moeller - Maersk A/S,DK0010244508,,0.01,,,,
2021-04-30,Swedbank AB,SE0000242455,,0.01,,,,
2021-04-30,Ashtead Group PLC,GB0000536739,,0.01,,,,
2021-04-30,Telefonaktiebolaget LM Ericsson,SE0000108656,,0.01,,,,
2021-04-30,Heidelberg Materials AG,DE0006047004,,0.01,,,,
2021-04-30,Pernod Ricard SA,FR0000120693,,0.01,,,,
2021-04-30,Kone Oyj,FI0009013403,,0.01,,,,
2021-04-30,Naturgy Energy Group SA,ES0116870314,,0.01,,,,
2021-04-30,STMicroelectronics NV,NL0000226223,,0.01,,,,
2021-04-30,Svenska Handelsbanken AB,SE0007100599,,0.01,,,,
2021-04-30,Telefonica SA,ES0178430E18,,0.01,,,,
2021-04-30,Compagnie Generale des Etablissements Michelin SCA,FR001400AJ45,,0.01,,,,
2021-04-30,Vonovia SE,DE000A1ML7J1,,0.01,,,,
2021-04-30,Swiss Life Holding AG,CH0014852781,,0.01,,,,
2021-04-30,Commerzbank AG,DE000CBK1001,,0.01,,,,
2021-04-30,ArcelorMittal SA,LU1598757687,,0.01,,,,
2021-04-30,Epiroc AB,SE0015658109,,0.01,,,,
2021-04-30,Koninklijke Philips NV,NL0000009538,,0.01,,,,
2021-04-30,Endesa SA,ES0130670112,,0.01,,,,
2021-04-30,Prudential PLC,GB0007099541,,0.01,,,,
2021-04-30,Coloplast A/S,DK0060448595,,0.01,,,,
2021-04-30,Cellnex Telecom SA,ES0105066007,,0.01,,,,
2021-04-30,Novozymes A/S,DK0060336014,,0.01,,,,
2021-04-30,Straumann Holding AG,CH1175448666,,0.01,,,,
2021-04-30,Ryanair Holdings PLC,IE00BYTBXV33,,0.01,,,,
2021-04-30,RWE AG,DE0007037129,,0.01,,,,
2021-04-30,Bayer AG,DE000BAY0017,,0.01,,,,
2021-04-30,Sampo Oyj,FI4000552500,,0.01,,,,
2021-04-30,Antofagasta PLC,GB0000456144,,0.01,,,,
2021-04-30,Powszechna Kasa Oszczednosci Bank Polski SA,PLPKO0000016,,0.01,,,,
2021-04-30,Tenaris SA,LU2598331598,,0.01,,,,
2021-04-30,Fresenius SE & Co KGaA,DE0005785604,,0.01,,,,
2021-04-30,Leonardo SpA,IT0003856405,,0.01,,,,
2021-04-30,Prysmian SpA,IT0004176001,,0.01,,,,
2021-04-30,Veolia Environnement SA,FR0000124141,,0.01,,,,
2021-04-30,Vodafone Group PLC,GB00BH4HKS39,,0.01,,,,
2021-04-30,SSE PLC,GB0007908733,,0.01,,,,
2021-04-30,Sartorius Stedim Biotech SA,FR0013154002,,0.01,,,,
2021-04-30,Heineken Holding NV,NL0000008977,,0.01,,,,
2021-04-30,Geberit AG,CH0030170408,,0.01,,,,
2021-04-30,Poste Italiane SpA,IT0003796171,,0.01,,,,
2021-04-30,SGS SA,CH1256740924,,0.01,,,,
2021-04-30,International Consolidated Airlines Group SA,ES0177542018,,0.01,,,,
2021-04-30,InterContinental Hotels Group PLC,GB00BHJYC057,,0.01,,,,
2021-04-30,Moncler SpA,IT0004965148,,0.01,,,,
2021-04-30,Sonova Holding AG,CH0012549785,,0.01,,,,
2021-04-30,Essity AB (publ),SE0009922164,,0.01,,,,
2021-04-30,BT Group PLC,GB0030913577,,0.01,,,,
2021-04-30,H & M Hennes & Mauritz AB,SE0000106270,,0.01,,,,
2021-04-30,Alfa Laval AB,SE0000695876,,0.01,,,,
2021-04-30,Legal & General Group PLC,GB0005603997,,0.01,,,,
2021-04-30,Oersted A/S,DK0060094928,,0.01,,,,
2021-04-30,Orlen SA,PLPKN0000018,,0.01,,,,
2021-04-30,Associated British Foods PLC,GB0006731235,,0.01,,,,
2021-04-30,Logitech International SA,CH0025751329,,0.01,,,,
2021-04-30,Bollore SE,FR0000039299,,0.01,,,,
2021-04-30,Telenor ASA,NO0010063308,,0.01,,,,
2021-04-30,MTU Aero Engines AG,DE000A0D9PT0,,0.01,,,,
2021-04-30,Sartorius AG,DE0007165631,,0.01,,,,
2021-04-30,Carlsberg A/S,DK0010181759,,0.01,,,,
2021-04-30,Kerry Group PLC,IE0004906560,,0.01,,,,
2021-04-30,Aviva PLC,GB00BPQY8M80,,0.01,,,,
2021-04-30,Ems Chemie Holding AG,CH0016440353,,0.01,,,,
2021-04-30,Investment AB Latour,SE0010100958,,0.01,,,,
2021-04-30,Terna Rete Elettrica Nazionale SpA,IT0003242622,,0.01,,,,
2021-04-30,Evolution AB (publ),SE0012673267,,0.01,,,,
2021-04-30,UPM-Kymmene Oyj,FI0009005987,,0.01,,,,
2021-04-30,Sage Group PLC,GB00B8C3BL03,,0.01,,,,
2021-04-30,Snam SpA,IT0003153415,,0.01,,,,
2021-04-30,Next PLC,GB0032089863,,0.01,,,,
2021-04-30,Repsol SA,ES0173516115,,0.01,,,,
2021-04-30,Lifco AB (publ),SE0015949201,,0.01,,,,
2021-04-30,Coca Cola HBC AG,CH0198251305,,0.01,,,,
2021-04-30,Renault SA,FR0000131906,,0.01,,,,
2021-04-30,Informa PLC,GB00BMJ6DW54,,0.01,,,,
2021-04-30,Amundi SA,FR0004125920,,0.01,,,,
2021-04-30,Genmab A/S,DK0010272202,,0.01,,,,
2021-04-30,Pandora A/S,DK0060252690,,0.01,,,,
2021-04-30,Bureau Veritas SA,FR0006174348,,0.01,,,,
2021-04-30,ACS Actividades de Construccion y Servicios SA,ES0167050915,,0.01,,,,
2021-04-30,Continental AG,DE0005439004,,0.01,,,,
2021-04-30,Banco BPM SpA,IT0005218380,,0.01,,,,
2021-04-30,Mediobanca Banca di Credito Finanziario SpA,IT0000062957,,0.01,,,,
2021-04-30,Kingspan Group PLC,IE0004927939,,0.01,,,,
2021-04-30,Banco de Sabadell SA,ES0113860A34,,0.01,,,,
2021-04-30,Symrise AG,DE000SYM9999,,0.01,,,,
2021-04-30,Koninklijke KPN NV,NL0000009082,,0.01,,,,
2021-04-30,Nemetschek SE,DE0006452907,,0.01,,,,
2021-04-30,Fortum Oyj,FI0009007132,,0.01,,,,
2021-04-30,Bunzl plc,GB00B0744B38,,0.01,,,,
2021-04-30,Halma PLC,GB0004052071,,0.01,,,,
2021-04-30,Biomerieux SA,FR0013280286,,0.01,,,,
2021-04-30,Vestas Wind Systems A/S,DK0061539921,,0.01,,,,
2021-04-30,Knorr Bremse AG,DE000KBX1006,,0.01,,,,
2021-04-30,Omv AG,AT0000743059,,0.01,,,,
2021-04-30,Fresenius Medical Care AG,DE0005785802,,0.01,,,,
2021-04-30,Aker BP ASA,NO0010345853,,0.01,,,,
2021-04-30,Julius Baer Gruppe AG,CH0102484968,,0.01,,,,
2021-04-30,EDP SA,PTEDP0AM0009,,0.01,,,,
2021-04-30,Jeronimo Martins SGPS SA,PTJMT0AE0001,,0.01,,,,
2021-04-30,NN Group NV,NL0010773842,,0.01,,,,
2021-04-30,Euronext NV,NL0006294274,,0.01,,,,
2021-04-30,Tryg A/S,DK0060636678,,0.01,,,,
2021-04-30,Rentokil Initial PLC,GB00B082RF11,,0.01,,,,
2021-04-30,Bouygues SA,FR0000120503,,0.01,,,,
2021-04-30,Verbund AG,AT0000746409,,0.01,,,,
2021-04-30,Telia Company AB,SE0000667925,,0.01,,,,
2021-04-30,Unibail-Rodamco-Westfield SE,FR0013326246,,0.01,,,,
2021-04-30,VAT Group AG,CH0311864901,,0.01,,,,
2021-04-30,Segro PLC,GB00B5ZN1N88,,0.01,,,,
2021-04-30,Norsk Hydro ASA,NO0005052605,,0.01,,,,
2021-04-30,Dino Polska SA,PLDINPL00011,,0.01,,,,
2021-04-30,Recordati Industria Chimica e Farmaceutica SpA,IT0003828271,,0.01,,,,
2021-04-30,Accor SA,FR0000120404,,0.01,,,,
2021-04-30,Powszechny Zaklad Ubezpieczen SA,PLPZU0000011,,0.01,,,,
2021-04-30,Bank Polska Kasa Opieki SA,PLPEKAO00016,,0.01,,,,
2021-04-30,Covestro AG,DE0006062144,,0.01,,,,
2021-04-30,Pearson PLC,GB0006776081,,0.01,,,,
2021-04-30,Smith & Nephew PLC,GB0009223206,,0.01,,,,
2021-04-30,Wartsila Oyj Abp,FI0009003727,,0.01,,,,
2021-04-30,Sodexo SA,FR0000121220,,0.01,,,,
2021-04-30,FinecoBank Banca Fineco SpA,IT0000072170,,0.01,,,,
2021-04-30,Bank of Ireland Group PLC,IE00BD1RP616,,0.01,,,,
2021-04-30,Galp Energia SGPS SA,PTGAL0AM0009,,0.01,,,,
2021-04-30,Indutrade AB,SE0001515552,,0.01,,,,
2021-04-30,Admiral Group PLC,GB00B02J6398,,0.01,,,,
2021-04-30,Intertek Group PLC,GB0031638363,,0.01,,,,
2021-04-30,ASR Nederland NV,NL0011872643,,0.01,,,,
2021-04-30,Aeroports de Paris SA,FR0010340141,,0.01,,,,
2021-04-30,CTS Eventim AG & Co KgaA,DE0005470306,,0.01,,,,
2021-04-30,Swedish Orphan Biovitrum AB (publ),SE0000872095,,0.01,,,,
2021-04-30,Akzo Nobel NV,NL0013267909,,0.01,,,,
2021-04-30,Rational AG,DE0007010803,,0.01,,,,
2021-04-30,WPP PLC,JE00B8KF9B49,,0.01,,,,
2021-04-30,Zalando SE,DE000ZAL1111,,0.01,,,,
2021-04-30,BE Semiconductor Industries NV,NL0012866412,,0.01,,,,
2021-04-30,Gjensidige Forsikring ASA,NO0010582521,,0.01,,,,
2021-04-30,Aegon Ltd,BMG0112X1056,,0.01,,,,
2021-04-30,ABN Amro Bank NV,NL0011540547,,0.01,,,,
2021-04-30,Ageas SA,BE0974264930,,0.01,,,,
2021-04-30,Mowi ASA,NO0003054108,,0.01,,,,
2021-04-30,Swatch Group AG,CH0012255151,,0.01,,,,
2021-04-30,Groep Brussel Lambert NV,BE0003797140,,0.01,,,,
2021-04-30,SKF AB,SE0000108227,,0.01,,,,
2021-04-30,Melrose Industries PLC,GB00BNGDN821,,0.01,,,,
2021-04-30,Svenska Cellulosa Aktiebolaget SCA,SE0000112724,,0.01,,,,
2021-04-30,Eurofins Scientific SE,FR0014000MR3,,0.01,,,,
2021-04-30,Boliden AB,SE0020050417,,0.01,,,,
2021-04-30,GEA Group AG,DE0006602006,,0.01,,,,
2021-04-30,Alstom SA,FR0010220475,,0.01,,,,
2021-04-30,Ipsen SA,FR0010259150,,0.01,,,,
2021-04-30,EDP Renovaveis SA,ES0127797019,,0.01,,,,
2021-04-30,Brenntag SE,DE000A1DAHH0,,0.01,,,,
2021-04-30,Orkla ASA,NO0003733800,,0.01,,,,
2021-04-30,Redeia Corporacion SA,ES0173093024,,0.01,,,,
2021-04-30,Metso Oyj,FI0009014575,,0.01,,,,
2021-04-30,Helvetia Holding AG,CH0466642201,,0.01,,,,
2021-04-30,Skanska AB,SE0000113250,,0.01,,,,
2021-04-30,Swiss Prime Site AG,CH0008038389,,0.01,,,,
2021-04-30,Eiffage SA,FR0000130452,,0.01,,,,
2021-04-30,Centrica PLC,GB00B033F229,,0.01,,,,
2021-04-30,Evonik Industries AG,DE000EVNK013,,0.01,,,,
2021-04-30,IMCD NV,NL0010801007,,0.01,,,,
2021-04-30,Infrastrutture Wireless Italiane SpA,IT0005090300,,0.01,,,,
2021-04-30,Severn Trent PLC,GB00B1FH8J72,,0.01,,,,
2021-04-30,Klepierre SA,FR0000121964,,0.01,,,,
2021-04-30,Getlink SE,FR0010533075,,0.01,,,,
2021-04-30,Belimo Holding AG,CH1101098163,,0.01,,,,
2021-04-30,Marks and Spencer Group PLC,GB0031274896,,0.01,,,,
2021-04-30,JDE Peets NV,NL0014332678,,0.01,,,,
2021-04-30,Carrefour SA,FR0000120172,,0.01,,,,
2021-04-30,Stora Enso Oyj,FI0009005961,,0.01,,,,
2021-04-30,Smiths Group PLC,GB00B1WY2338,,0.01,,,,
2021-04-30,Intermediate Capital Group PLC,GB00BYT1DJ19,,0.01,,,,
2021-04-30,SIG Group AG,CH0435377954,,0.01,,,,
2021-04-30,Auto Trader Group PLC,GB00BVYVFW23,,0.01,,,,
2021-04-30,Baloise Holding AG,CH0012410517,,0.01,,,,
2021-04-30,Qiagen NV,NL0015002CX3,,0.01,,,,
2021-04-30,Sofina SA,BE0003717312,,0.01,,,,
2021-04-30,Trelleborg AB,SE0000114837,,0.01,,,,
2021-04-30,Rockwool A/S,DK0010219153,,0.01,,,,
2021-04-30,Bankinter SA,ES0113679I37,,0.01,,,,
2021-04-30,Delivery Hero SE,DE000A2E4K43,,0.01,,,,
2021-04-30,Rexel SA,FR0010451203,,0.01,,,,
2021-04-30,United Utilities Group PLC,GB00B39J2M42,,0.01,,,,
2021-04-30,Demant A/S,DK0060738599,,0.01,,,,
2021-04-30,Addtech AB,SE0014781795,,0.01,,,,
2021-04-30,Tele2 AB,SE0005190238,,0.01,,,,
