Date,Company,ISIN,Ri (%),Rf (%),Size,Value,ESG Score,ESGC Score
2020-01-31,Shanghai International Port Group Co Ltd,CNE0000013N8,,1.55,,,,
2020-01-31,Weichai Power Co Ltd,CNE1000000D4,,1.55,,,,
2020-01-31,Bank of Shanghai Co Ltd,CNE100002FM5,,1.55,,,,
2020-01-31,Aier Eye Hospital Group Co Ltd,CNE100000GR6,,1.55,,,,
2020-01-31,Zhejiang Sanhua Intelligent Controls Co Ltd,CNE000001M22,,1.55,,,,
2020-01-31,Avic Shenyang Aircraft Co Ltd,CNE000000MH6,,1.55,,,,
2020-01-31,LONGi Green Energy Technology Co Ltd,CNE100001FR6,,1.55,,,,
2020-01-31,China Tourism Group Duty Free Corp Ltd,CNE100000G29,,1.55,,,,
2020-01-31,Bank of Beijing Co Ltd,CNE100000734,,1.55,,,,
2020-01-31,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,CNE000001F21,,1.55,,,,
2020-01-31,Shenwan Hongyuan Group Co Ltd,CNE100002FD4,,1.55,,,,
2020-01-31,Haitong Securities Co Ltd,CNE000000CK1,,1.55,,,,
2020-01-31,Aluminum Corporation of China Ltd,CNE1000000T0,,1.55,,,,
2020-01-31,Jiangsu Yanghe Distillery Co Ltd,CNE100000HB8,,1.55,,,,
2020-01-31,Chongqing Changan Automobile Co Ltd,CNE000000R36,,1.55,,,,
2020-01-31,Ningxia Baofeng Energy Group Co Ltd,CNE100003LF5,,1.55,,,,
2020-01-31,Hua Xia Bank Co Ltd,CNE000001FW7,,1.55,,,,
2020-01-31,Anhui Conch Cement Co Ltd,CNE0000019V8,,1.55,,,,
2020-01-31,Dawning Information Industry Co Ltd,CNE100001TW7,,1.55,,,,
2020-01-31,Bank of Nanjing Co Ltd,CNE100000627,,1.55,,,,
2020-01-31,GF Securities Co Ltd,CNE0000008L2,,1.55,,,,
2020-01-31,Air China Ltd,CNE000001NN0,,1.55,,,,
2020-01-31,Wens Foodstuff Group Co Ltd,CNE100002508,,1.55,,,,
2020-01-31,China Railway Construction Corp Ltd,CNE1000009T1,,1.55,,,,
2020-01-31,Hengli Petrochemical Co Ltd,CNE0000018V0,,1.55,,,,
2020-01-31,SDIC Power Holdings Co Ltd,CNE000000JM2,,1.55,,,,
2020-01-31,Goertek Inc,CNE100000BP1,,1.55,,,,
2020-01-31,Guosen Securities Co Ltd,CNE100001WS9,,1.55,,,,
2020-01-31,XCMG Construction Machinery Co Ltd,CNE000000FH0,,1.55,,,,
2020-01-31,Shandong Gold Mining Co Ltd,CNE000001FR7,,1.55,,,,
2020-01-31,Poly Developments and Holdings Group Co Ltd,CNE000001ND1,,1.55,,,,
2020-01-31,Yunnan Baiyao Group Co Ltd,CNE0000008X7,,1.55,,,,
2020-01-31,AECC Aviation Power Co Ltd,CNE000000JW1,,1.55,,,,
2020-01-31,China Shipbuilding Industry Co Ltd,CNE100000J75,,1.55,,,,
2020-01-31,Avary Holding Shenzhen Co Ltd,CNE100003GF5,,1.55,,,,
2020-01-31,GigaDevice Semiconductor Inc,CNE1000030S9,,1.55,,,,
2020-01-31,China Southern Airlines Co Ltd,CNE000001FG0,,1.55,,,,
2020-01-31,Unisplendour Corp Ltd,CNE0000010T1,,1.55,,,,
2020-01-31,Focus Media Information Technology Co Ltd,CNE000001KK2,,1.55,,,,
2020-01-31,Tongwei Co Ltd,CNE000001GS3,,1.55,,,,
2020-01-31,China Satellite Communications Co Ltd,CNE100003PX9,,1.55,,,,
2020-01-31,TCL Technology Group Corp,CNE000001GL8,,1.55,,,,
2020-01-31,Henan Shuanghui Investment & Development Co Ltd,CNE000000XM3,,1.55,,,,
2020-01-31,Huaneng Power International Inc,CNE000001998,,1.55,,,,
2020-01-31,Rongsheng Petrochemical Co Ltd,CNE100000W60,,1.55,,,,
2020-01-31,China Vanke Co Ltd,CNE0000000T2,,1.55,,,,
2020-01-31,Power Construction Corporation of China Ltd,CNE1000017G1,,1.55,,,,
2020-01-31,China Merchants Shekou Industrial Zone Holdings Co Ltd,CNE100002FC6,,1.55,,,,
2020-01-31,Bank of Hangzhou Co Ltd,CNE100002GQ4,,1.55,,,,
2020-01-31,360 Security Technology Inc,CNE100002RZ2,,1.55,,,,
2020-01-31,Inner Mongolia BaoTou Steel Union Co Ltd,CNE0000017H1,,1.55,,,,
2020-01-31,China Northern Rare Earth Group High-Tech Co Ltd,CNE000000T18,,1.55,,,,
2020-01-31,Shanghai International Airport Co Ltd,CNE000000V89,,1.55,,,,
2020-01-31,Anhui Gujing Distillery Co Ltd,CNE000000MD5,,1.55,,,,
2020-01-31,Jonhon Optronic Technology Co Ltd,CNE1000007T5,,1.55,,,,
2020-01-31,Guangdong Haid Group Co Ltd,CNE100000HP8,,1.55,,,,
2020-01-31,Orient Securities Co Ltd,CNE100001ZV6,,1.55,,,,
2020-01-31,Shengyi Technology Co Ltd,CNE000000XL5,,1.55,,,,
2020-01-31,Shennan Circuits Co Ltd,CNE100003373,,1.55,,,,
2020-01-31,China Eastern Airlines Corp Ltd,CNE000000TR0,,1.55,,,,
2020-01-31,Chaozhou Three-circle Group Co Ltd,CNE100001Y42,,1.55,,,,
2020-01-31,Guangzhou Automobile Group Co Ltd,CNE100001NQ2,,1.55,,,,
2020-01-31,Gd Power Development Co Ltd,CNE000000PC0,,1.55,,,,
2020-01-31,Everbright Securities Co Ltd,CNE100000FD8,,1.55,,,,
2020-01-31,Avic XiAn Aircraft Industry Group Co Ltd,CNE000000RF9,,1.55,,,,
2020-01-31,Bank of Chengdu Co Ltd,CNE100002SN6,,1.55,,,,
2020-01-31,Zhejiang Nhu Co Ltd,CNE000001J84,,1.55,,,,
2020-01-31,Founder Securities Co Ltd,CNE1000015Y8,,1.55,,,,
2020-01-31,Ganfeng Lithium Group Co Ltd,CNE100000SF6,,1.55,,,,
2020-01-31,Hundsun Technologies Inc,CNE000001GD5,,1.55,,,,
2020-01-31,Chongqing Zhifei Biological Products Co Ltd,CNE100000V20,,1.55,,,,
2020-01-31,Zoomlion Heavy Industry Science and Technology Co Ltd,CNE000001527,,1.55,,,,
2020-01-31,Huadong Medicine Co Ltd,CNE0000011S1,,1.55,,,,
2020-01-31,Shanghai Fosun Pharmaceutical Group Co Ltd,CNE000000X38,,1.55,,,,
2020-01-31,Metallurgical Corporation of China Ltd,CNE100000FX6,,1.55,,,,
2020-01-31,Jiangxi Copper Co Ltd,CNE0000019P0,,1.55,,,,
2020-01-31,Zhejiang Dahua Technology Co Ltd,CNE100000BJ4,,1.55,,,,
2020-01-31,Yonyou Network Technology Co Ltd,CNE0000017Y6,,1.55,,,,
2020-01-31,HUAYU Automotive Systems Co Ltd,CNE000000M15,,1.55,,,,
2020-01-31,Zheshang Securities Co Ltd,CNE100002R65,,1.55,,,,
2020-01-31,Zhejiang Chint Electrics Co Ltd,CNE100000KD8,,1.55,,,,
2020-01-31,China Oilfield Services Ltd,CNE100000759,,1.55,,,,
2020-01-31,Industrial Securities Co Ltd,CNE100000V95,,1.55,,,,
2020-01-31,Zhejiang Huayou Cobalt Co Ltd,CNE100001VW3,,1.55,,,,
2020-01-31,Spring Airlines Co Ltd,CNE100001V45,,1.55,,,,
2020-01-31,Mango Excellent Media Co Ltd,CNE100001Y83,,1.55,,,,
2020-01-31,Beijing Tongrentang Co Ltd,CNE000000R69,,1.55,,,,
2020-01-31,Beijing New Building Materials Public Ltd Co,CNE000000QS4,,1.55,,,,
2020-01-31,Hangzhou Tigermed Consulting Co Ltd,CNE100001KV8,,1.55,,,,
2020-01-31,SDIC Capital Co Ltd,CNE000000Q11,,1.55,,,,
2020-01-31,New Hope Liuhe Co Ltd,CNE000000VB0,,1.55,,,,
2020-01-31,China Jushi Co Ltd,CNE000000YM1,,1.55,,,,
2020-01-31,Shanghai RAAS Blood Products Co Ltd,CNE100000C31,,1.55,,,,
2020-01-31,LB Group Co Ltd,CNE1000015M3,,1.55,,,,
2020-01-31,Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,CNE000001733,,1.55,,,,
2020-01-31,Changchun High-Tech Industry Group Co Ltd,CNE0000007J8,,1.55,,,,
2020-01-31,Oppein Home Group Inc,CNE100002RB3,,1.55,,,,
2020-01-31,Hongta Securities Co Ltd,CNE100003PY7,,1.55,,,,
2020-01-31,37 Interactive Entertainment Network Technology Group Co Ltd,CNE1000010N2,,1.55,,,,
2020-01-31,Beijing Oriental Yuhong Waterproof Technology Co Ltd,CNE100000CS3,,1.55,,,,
2020-01-31,Hualan Biological Engineering Inc,CNE000001JN8,,1.55,,,,
2020-01-31,Walvax,CNE100000WN2,,1.55,,,,
2020-01-31,M&G,CNE100001V60,,1.55,,,,
2020-01-31,CVTE,CNE100002K47,,1.55,,,,
2020-01-31,Glodon,CNE100000PH8,,1.55,,,,
2020-01-31,Seazen Holdg,CNE100002BF8,,1.55,,,,
2020-01-31,OCT,CNE000000SS0,,1.55,,,,
2020-01-31,Goldwind Science,CNE1000008S5,,1.55,,,,
2020-01-31,Greenland Hldng,CNE000000388,,1.55,,,,
2020-01-31,YUNDA Holding,CNE100000015,,1.55,,,,
2020-01-31,Junzheng,CNE1000010F8,,1.55,,,,
2020-01-31,Gemdale,CNE000001790,,1.55,,,,
2020-01-31,Supor,CNE000001KS5,,1.55,,,,
2020-01-31,Han's Laser Tech,CNE000001JQ1,,1.55,,,,
2020-01-31,Century Huatong,CNE1000015R2,,1.55,,,,
2020-01-31,Shenzhen Goodix,CNE100002G84,,1.55,,,,
2020-01-31,YYTM,CNE000000594,,1.55,,,,
2020-01-31,ZHONGJIN GOLD,CNE000001FM8,,1.55,,,,
2020-01-31,ZJ Longsheng,CNE000001FJ4,,1.55,,,,
2020-01-31,Offcn Edu,CNE100001641,,1.55,,,,
2020-01-31,HYPC,CNE0000001J1,,1.55,,,,
2020-01-31,Lepu Medical BJ,CNE100000H44,,1.55,,,,
2020-01-31,SHLG,CNE000000C74,,1.55,,,,
2020-01-31,Songcheng Prfrmn,CNE100000XG4,,1.55,,,,
2020-01-31,Sinolink Secs,CNE000000SV4,,1.55,,,,
2020-01-31,Shanghai Pharma,CNE000000C82,,1.55,,,,
2020-01-31,Suning.Com,CNE000001KF2,,1.55,,,,
2020-01-31,TF Securities,CNE100003F43,,1.55,,,,
2020-01-31,YH Superstores,CNE100000XX9,,1.55,,,,
2020-01-31,PWRD,CNE1000018W6,,1.55,,,,
2020-01-31,Caitong Secs,CNE100002V44,,1.55,,,,
2020-01-31,Changjiang Secs,CNE000000SH3,,1.55,,,,
2020-01-31,MeinianOnehealth,CNE000001LV7,,1.55,,,,
2020-01-31,SCS,CNE1000019P8,,1.55,,,,
2020-01-31,Sanan Optoelec,CNE000000KB3,,1.55,,,,
2020-01-31,Robam,CNE100000WY9,,1.55,,,,
2020-01-31,OFILM,CNE100000S33,,1.55,,,,
2020-01-31,KHPG,CNE1000020C4,,1.55,,,,
2020-01-31,ShanghaiElectric,CNE100000D55,,1.55,,,,
2020-01-31,Shiji Info,CNE100000668,,1.55,,,,
2020-01-31,SUNWAY COMM,CNE100000W94,,1.55,,,,
2020-01-31,Wanda Film,CNE100001WW1,,1.55,,,,
2020-01-31,Western Sec,CNE100001D96,,1.55,,,,
2020-01-31,YTO Express,CNE0000012J8,,1.55,,,,
2020-01-31,Jinke Property,CNE000000073,,1.55,,,,
2020-01-31,ZTT,CNE000001CW4,,1.55,,,,
2020-01-31,AVIC IF,CNE000000KC1,,1.55,,,,
2020-01-31,Bluestar Adisseo,CNE000001253,,1.55,,,,
2020-01-31,CFLD,CNE000001GG8,,1.55,,,,
2020-01-31,China Spacesat,CNE000000SM3,,1.55,,,,
2020-01-31,CHINALIN SECS,CNE100003JH5,,1.55,,,,
2020-01-31,CSICPCL,CNE000001KB1,,1.55,,,,
2020-01-31,Guoyuan Secs,CNE000000QZ9,,1.55,,,,
2020-01-31,Giant Network,CNE1000010R3,,1.55,,,,
2020-01-31,Great Wall Secs,CNE100003GD0,,1.55,,,,
2020-01-31,MJNY,CNE0000005J2,,1.55,,,,
2020-01-31,QRCB,CNE100003JQ6,,1.55,,,,
2020-01-31,OPG,CNE0000004Z1,,1.55,,,,
2020-01-31,MinmetalsCapital,CNE0000016N1,,1.55,,,,
2020-01-31,RiseSun,CNE1000005Y9,,1.55,,,,
2020-01-31,QZXA Develop,CNE000000ZH8,,1.55,,,,
2020-01-31,Yangyuan,CNE100002ST3,,1.55,,,,
2020-01-31,SWSC,CNE0000016P6,,1.55,,,,
2020-01-31,Yango,CNE000000206,,1.55,,,,
2020-01-31,Youngor Fashion,CNE000000XR2,,1.55,,,,
2020-01-31,YTCO,CNE000000PY4,,1.55,,,,
2020-01-31,Zhongnan Cons,CNE0000011P7,,1.55,,,,
2020-01-31,Kelun Pharm,CNE100000PW7,,1.55,,,,
2020-01-31,Jointown,CNE100000W45,,1.55,,,,
2020-01-31,Dongxing Secs,CNE100002177,,1.55,,,,
2020-01-31,Biocause Pharma,CNE000000F48,,1.55,,,,
2020-01-31,C.G.G.C,CNE000000QF1,,1.55,,,,
2020-01-31,CNCEC,CNE100000KC0,,1.55,,,,
2020-01-31,Bank of Changsha,CNE100003F50,,1.55,,,,
2020-01-31,HDPI,CNE000001LJ2,,1.55,,,,
2020-01-31,Aisino,CNE000001FB1,,1.55,,,,
2020-01-31,HTGD,CNE000001FQ9,,1.55,,,,
2020-01-31,Grand Automotive,CNE000001576,,1.55,,,,
2020-01-31,GBIAC,CNE000001DX0,,1.55,,,,
2020-01-31,FiberHome,CNE0000018P2,,1.55,,,,
2020-01-31,Salubris,CNE100000FW8,,1.55,,,,
2020-01-31,SIASUN,CNE100000GH7,,1.55,,,,
2020-01-31,Tasly,CNE000001C81,,1.55,,,,
2020-01-31,THTF,CNE000000RK9,,1.55,,,,
2020-01-31,TNMG,CNE000000529,,1.55,,,,
2020-01-31,Transfar Zhilian,CNE000001JS7,,1.55,,,,
2020-01-31,Tunghsu Optoelec,CNE000000578,,1.55,,,,
2020-01-31,YanAn Bicon,CNE100000PJ4,,1.55,,,,
2020-01-31,Wangsu,CNE100000GQ8,,1.55,,,,
2020-01-31,XM C&D,CNE000000WL7,,1.55,,,,
2020-01-31,ZZEPC,CNE100001SP3,,1.55,,,,
2020-01-31,PGVT,CNE0000007H2,,1.55,,,,
2020-01-31,LJZ,CNE0000009S5,,1.55,,,,
2020-01-31,ANSTEEL,CNE000000SQ4,,1.55,,,,
2020-01-31,BAIC BluePark,CNE000000LP1,,1.55,,,,
2020-01-31,Bohai Leasing,CNE0000009B1,,1.55,,,,
2020-01-31,BOW,CNE100000N95,,1.55,,,,
2020-01-31,DEEJ,CNE0000006Y9,,1.55,,,,
2020-01-31,Gold Mantis,CNE000001P86,,1.55,,,,
2020-01-31,J-Yuan Trust,CNE0000003P4,,1.55,,,,
2020-01-31,Jumpcan Pharm,CNE0000018X6,,1.55,,,,
2020-01-31,Macalline,CNE100002RX7,,1.55,,,,
2020-01-31,NZP,CNE100000V12,,1.55,,,,
2020-01-31,NS Aluminium,CNE000001139,,1.55,,,,
2020-01-31,Hoshine Silicon,CNE100002V10,,1.55,,,,
2020-01-31,SCTE,CNE000000BQ0,,1.55,,,,
2020-01-31,QD Port Intl,CNE100003GT6,,1.55,,,,
2020-01-31,Yankuang Energy,CNE000000WV6,,1.55,,,,
2020-01-31,Shanghai Const,CNE000000WR4,,1.55,,,,
2020-01-31,STO Express,CNE100000T99,,1.55,,,,
2020-01-31,TBEA,CNE000000RB8,,1.55,,,,
2020-01-31,THDB,CNE000000H87,,1.55,,,,
2020-01-31,Tianqi Lithium,CNE100000T32,,1.55,,,,
2020-01-31,HBIS,CNE000000H20,,1.55,,,,
2020-01-31,HLA GROUP,CNE0000016H3,,1.55,,,,
2020-01-31,Hainan Airlines,CNE0000011C5,,1.55,,,,
2020-01-31,CN Coal Energy,CNE100000957,,1.55,,,,
2020-01-31,AVIC AVIONICS,CNE0000018C0,,1.55,,,,
2020-01-31,Avicopter,CNE0000015V6,,1.55,,,,
2020-01-31,BaiyinNonferrous,CNE100002RP3,,1.55,,,,
2020-01-31,GYB,CNE100002FX2,,1.55,,,,
2020-01-31,BBMG Corp,CNE1000010M4,,1.55,,,,
2020-01-31,China Film,CNE100002GX0,,1.55,,,,
2020-01-31,Bank of Xi'an,CNE100003JB8,,1.55,,,,
2020-01-31,CNOOC Energy Tec,CNE100003L78,,1.55,,,,
2020-01-31,FangDa Carbon,CNE000001CC6,,1.55,,,,
2020-01-31,COOEC,CNE0000019T2,,1.55,,,,
2020-02-28,Industrial and Commercial Bank of China Ltd,CNE000001P37,,1.27,,,,
2020-02-28,Kweichow Moutai Co Ltd,CNE0000018R8,,1.27,,,,
2020-02-28,Agricultural Bank of China Ltd,CNE100000RJ0,,1.27,,,,
2020-02-28,Bank of China Ltd,CNE000001N05,,1.27,,,,
2020-02-28,China Construction Bank Corp,CNE100000742,,1.27,,,,
2020-02-28,PetroChina Co Ltd,CNE1000007Q1,,1.27,,,,
2020-02-28,BYD Co Ltd,CNE100001526,,1.27,,,,
2020-02-28,China Merchants Bank Co Ltd,CNE000001B33,,1.27,,,,
2020-02-28,China Life Insurance Co Ltd,CNE000001Q93,,1.27,,,,
2020-02-28,Ping An Insurance Group Co of China Ltd,CNE000001R84,,1.27,,,,
2020-02-28,China Shenhua Energy Co Ltd,CNE100000767,,1.27,,,,
2020-02-28,China Yangtze Power Co Ltd,CNE000001G87,,1.27,,,,
2020-02-28,China Petroleum & Chemical Corp,CNE0000018G1,,1.27,,,,
2020-02-28,Midea Group Co Ltd,CNE100001QQ5,,1.27,,,,
2020-02-28,Wuliangye Yibin Co Ltd,CNE000000VQ8,,1.27,,,,
2020-02-28,Bank of Communications Co Ltd,CNE1000000S2,,1.27,,,,
2020-02-28,Foxconn Industrial Internet Co Ltd,CNE1000031P3,,1.27,,,,
2020-02-28,Industrial Bank Co Ltd,CNE000001QZ7,,1.27,,,,
2020-02-28,Zijin Mining Group Co Ltd,CNE100000B24,,1.27,,,,
2020-02-28,CITIC Securities Co Ltd,CNE000001DB6,,1.27,,,,
2020-02-28,East Money Information Co Ltd,CNE100000MD4,,1.27,,,,
2020-02-28,China Citic Bank Corp Ltd,CNE1000000R4,,1.27,,,,
2020-02-28,Luxshare Precision Industry Co Ltd,CNE100000TP3,,1.27,,,,
2020-02-28,Jiangsu Hengrui Pharmaceuticals Co Ltd,CNE0000014W7,,1.27,,,,
2020-02-28,Shanghai Pudong Development Bank Co Ltd,CNE0000011B7,,1.27,,,,
2020-02-28,Hangzhou Hikvision Digital Technology Co Ltd,CNE100000PM8,,1.27,,,,
2020-02-28,China Pacific Insurance Group Co Ltd,CNE1000008M8,,1.27,,,,
2020-02-28,People's Insurance Company Group of China Ltd,CNE100003F27,,1.27,,,,
2020-02-28,Shanxi Xinghuacun Fen Wine Factory Co Ltd,CNE000000DH5,,1.27,,,,
2020-02-28,Haier Smart Home Co Ltd,CNE000000CG9,,1.27,,,,
2020-02-28,Gree Electric Appliances Inc of Zhuhai,CNE0000001D4,,1.27,,,,
2020-02-28,Foshan Haitian Flavouring and Food Co Ltd,CNE100001SL2,,1.27,,,,
2020-02-28,China State Construction Engineering Corp Ltd,CNE100000F46,,1.27,,,,
2020-02-28,Ping An Bank Co Ltd,CNE000000040,,1.27,,,,
2020-02-28,China United Network Communications Ltd,CNE000001CS2,,1.27,,,,
2020-02-28,Wanhua Chemical Group Co Ltd,CNE0000016J9,,1.27,,,,
2020-02-28,COSCO Shipping Holdings Co Ltd,CNE100000601,,1.27,,,,
2020-02-28,China Everbright Bank Co Ltd,CNE100000SL4,,1.27,,,,
2020-02-28,China National Nuclear Power Co Ltd,CNE1000022N7,,1.27,,,,
2020-02-28,Crrc Corp Ltd,CNE100000CP9,,1.27,,,,
2020-02-28,Muyuan Foods Co Ltd,CNE100001RQ3,,1.27,,,,
2020-02-28,SAIC Motor Corp Ltd,CNE000000TY6,,1.27,,,,
2020-02-28,ZTE Corp,CNE000000TK5,,1.27,,,,
2020-02-28,S.F. Holding Co Ltd,CNE100000L63,,1.27,,,,
2020-02-28,Shenzhen Inovance Technology Co Ltd,CNE100000V46,,1.27,,,,
2020-02-28,Shaanxi Coal Industry Co Ltd,CNE100001T64,,1.27,,,,
2020-02-28,NARI Technology Co Ltd,CNE000001G38,,1.27,,,,
2020-02-28,Great Wall Motor Co Ltd,CNE1000018V8,,1.27,,,,
2020-02-28,Will Semiconductor Co Ltd Shanghai,CNE100002XM8,,1.27,,,,
2020-02-28,WuXi AppTec Co Ltd,CNE1000031K4,,1.27,,,,
2020-02-28,Luzhou Laojiao Co Ltd,CNE000000GF2,,1.27,,,,
2020-02-28,Inner Mongolia Yili Industrial Group Co Ltd,CNE000000JP5,,1.27,,,,
2020-02-28,China Minsheng Banking Corp Ltd,CNE0000015Y0,,1.27,,,,
2020-02-28,China Securities Co Ltd,CNE1000031T5,,1.27,,,,
2020-02-28,BOE Technology Group Co Ltd,CNE0000016L5,,1.27,,,,
2020-02-28,Hithink RoyalFlush Information Network Co Ltd,CNE100000JG3,,1.27,,,,
2020-02-28,Bank of Jiangsu Co Ltd,CNE100002G76,,1.27,,,,
2020-02-28,Bank of Ningbo Co Ltd,CNE1000005P7,,1.27,,,,
2020-02-28,Huaneng Lancang River Hydropower Inc,CNE100002T71,,1.27,,,,
2020-02-28,China Merchants Securities Co Ltd,CNE100000HK9,,1.27,,,,
2020-02-28,Huatai Securities Co Ltd,CNE100000LQ8,,1.27,,,,
2020-02-28,Sany Heavy Industry Co Ltd,CNE000001F70,,1.27,,,,
2020-02-28,Guotai Junan Securities Co Ltd,CNE1000022F3,,1.27,,,,
2020-02-28,Lens Technology Co Ltd,CNE100001YW7,,1.27,,,,
